"";"ID";"anio";"dpto";"nom_dpto";"barrio";"REGION_4";"e26";"e27";"e29_6";"e49";"e197_1";"e51_2";"e51_3";"e201_1a";"e201_1b";"e201_1c";"e201_1d";"e51_4_a";"e51_4_b";"e51_5";"e51_6";"e51_8";"e215_1";"e218_1";"e221_1";"e224_1";"e51_9";"e51_10";"e51_11";"f85";"f98";"f124_1";"f124_2";"f124_3";"f124_5";"f73";"POBPCOAC";"PT1";"PT2";"PT4";"YDA";"edu";"exp";"lpt1";"pt1";"lpt4";"pt4";"exp2"
"619";58253;2024;1;"Montevideo";27;1;2;50;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;2;0;0;36;0;2;2;2;1;2;2;58206,36;58206,36;58206,36;187000;14;30;10,9717499060996;58206;10,9717499060996;58206;900
"620";58253;2024;1;"Montevideo";27;1;2;23;0;1;1;6;0;1;0;0;2;3;0;0;1;0;0;0;0;0;0;0;0;48;0;2;2;2;1;1;2;47206,36;47206,36;47206,36;187000;10;7;10,762283908259;47206;10,762283908259;47206;49
"621";58254;2024;1;"Montevideo";27;1;1;80;0;1;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;1;9;2;22500;1500;1500;42500;7;67;10,0212705881925;22500;7,3132203870903;1500;4489
"622";58255;2024;1;"Montevideo";27;1;1;49;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;2;2;2;1;1;2;54206,36;54206,36;54206,36;50000;6;37;10,900553523717;54206;10,900553523717;54206;1369
"623";58256;2024;1;"Montevideo";27;1;1;21;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;41206,36;41206,36;41206,36;161711;12;3;10,626347892356;41206;10,626347892356;41206;9
"624";58256;2024;1;"Montevideo";27;1;1;43;0;1;1;6;0;1;0;0;2;3;0;0;2;0;0;0;0;0;0;0;0;60;0;2;2;2;1;1;2;41917,36;41917,36;41917,36;161711;11;26;10,6434553399125;41917;10,6434553399125;41917;676
"625";58258;2024;1;"Montevideo";27;1;2;51;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;84;0;2;2;2;1;9;2;21206,36;21206,36;21206,36;59000;11;34;9,9620564156691;21206;9,9620564156691;21206;1156
"626";58258;2024;1;"Montevideo";27;1;1;48;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;2;2;2;1;9;2;17000;17000;17000;59000;6;36;9,74096862303835;17000;9,74096862303835;17000;1296
"627";58259;2024;1;"Montevideo";27;1;2;56;0;1;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;12;0;2;2;2;1;9;2;18000;18000;18000;151000;9;41;9,7981270368783;18000;9,7981270368783;18000;1681
"628";58259;2024;1;"Montevideo";27;1;1;32;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;48;0;2;2;2;1;1;2;135706,36;135706,36;135706,36;151000;17;9;11,8182487128161;135706;11,8182487128161;135706;81
"629";58260;2024;1;"Montevideo";25;1;1;42;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;3;0;0;40;0;2;2;2;1;1;2;164706,36;164706,36;164706,36;200500;15;21;12,011919531085;164706;12,011919531085;164706;441
"630";58263;2024;1;"Montevideo";25;1;2;60;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;8;0;3;16;34;2;2;1;1;1;2;235500,48;65500,48;230500,48;310196,52;23;31;12,3694682306531;235500;12,3480082238462;230500;961
"631";58263;2024;1;"Montevideo";25;1;2;57;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;36;0;2;2;2;1;1;2;55108,76;55108,76;55108,76;310196,52;10;41;10,9170639661705;55109;10,9170639661705;55109;1681
"632";58264;2024;1;"Montevideo";25;1;2;53;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;198623,026666667;194206,36;194206,36;229416,666666667;12;35;12,1991639688201;198623;12,1766765840456;194206;1225
"633";58265;2024;1;"Montevideo";25;1;1;40;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;9;2;44206,36;44206,36;44206,36;122388,8;12;22;10,6966239491171;44206;10,6966239491171;44206;484
"634";58265;2024;1;"Montevideo";25;1;2;37;0;1;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;36;0;2;2;2;1;2;2;70595,16;70595,16;70595,16;122388,8;9;22;11,1647168658905;70595;11,1647168658905;70595;484
"635";58266;2024;1;"Montevideo";25;1;1;47;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;3;0;0;30;20;2;2;2;1;9;2;53706,36;5000;53706,36;99500;15;26;10,8912867092382;53706;10,8912867092382;53706;676
"636";58266;2024;1;"Montevideo";25;1;2;30;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;54206,36;54206,36;54206,36;99500;12;12;10,900553523717;54206;10,900553523717;54206;144
"637";58267;2024;1;"Montevideo";25;1;2;48;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;1;0;0;3;0;20;0;2;1;1;1;9;2;124139,693333333;117539,693333333;117539,693333333;238933,333333333;15;27;11,7291627696354;124140;11,6745313711223;117540;729
"638";58267;2024;1;"Montevideo";25;1;1;49;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;1;0;6;3;0;30;0;2;2;2;1;9;2;39206,36;39206,36;39206,36;238933,333333333;21;22;10,5765942575162;39206;10,5765942575162;39206;484
"639";58267;2024;1;"Montevideo";25;1;1;22;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;1;0;0;2;0;25;0;2;2;2;1;9;2;35000;35000;35000;238933,333333333;14;2;10,4631033404715;35000;10,4631033404715;35000;4
"640";58270;2024;1;"Montevideo";50;1;2;55;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;30;0;2;2;2;1;2;2;99206,36;99206,36;99206,36;342000;12;37;11,504957404121;99206;11,504957404121;99206;1369
"641";58270;2024;1;"Montevideo";50;1;1;61;3;1;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;54;0;2;2;2;1;9;2;74206,36;74206,36;74206,36;342000;9;46;11,2146051397679;74206;11,2146051397679;74206;2116
"642";58275;2024;1;"Montevideo";50;1;2;47;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;40;0;2;2;1;1;9;2;72539,6933333333;72539,6933333333;72539,6933333333;115000;18;23;11,1918891852753;72540;11,1918891852753;72540;529
"643";58277;2024;1;"Montevideo";50;1;1;54;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;40;0;2;2;1;2;9;2;187539,693333333;187539,693333333;187539,693333333;320333,333333333;10;38;12,1417457997656;187540;12,1417457997656;187540;1444
"644";58278;2024;1;"Montevideo";50;1;1;68;3;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;40;0;1;2;2;2;4;2;304206,36;204206,36;204206,36;540000;11;51;12,6254615658866;304206;12,226886330163;204206;2601
"645";58278;2024;1;"Montevideo";50;1;2;68;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;1;2;2;1;1;2;204206,36;154206,36;154206,36;540000;12;50;12,226886330163;204206;11,946046984397;154206;2500
"646";58280;2024;1;"Montevideo";50;1;1;64;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;30;0;2;2;2;1;9;2;44206,36;44206,36;44206,36;327000;18;40;10,6966239491171;44206;10,6966239491171;44206;1600
"647";58280;2024;1;"Montevideo";50;1;1;63;0;1;1;6;0;1;0;1;0;3;0;3;0;4;1;0;0;0;0;0;0;40;0;2;2;2;1;1;2;29206,36;29206,36;29206,36;327000;16;41;10,2821417727588;29206;10,2821417727588;29206;1681
"648";58280;2024;1;"Montevideo";50;1;2;52;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;24;9;2;2;2;1;1;2;31206,36;16206,36;31206,36;327000;12;34;10,3483771991776;31206;10,3483771991776;31206;1156
"649";58280;2024;1;"Montevideo";50;1;2;30;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;8;0;0;28;8;2;2;2;1;1;2;109206,36;79206,36;109206,36;327000;20;4;11,6009945823552;109206;11,6009945823552;109206;16
"650";58280;2024;1;"Montevideo";50;1;1;27;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;8;0;0;40;0;2;2;2;2;1;2;94206,36;94206,36;94206,36;327000;20;1;11,4532429742089;94206;11,4532429742089;94206;1
"651";58283;2024;1;"Montevideo";50;1;1;24;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;1;0;0;36;0;2;2;2;1;1;2;58206,36;58206,36;58206,36;214000;13;5;10,9717499060996;58206;10,9717499060996;58206;25
"652";58284;2024;1;"Montevideo";50;1;2;28;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;69206,36;69206,36;69206,36;65000;12;10;11,144848044897;69206;11,144848044897;69206;100
"653";58285;2024;1;"Montevideo";50;1;1;29;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;45;0;2;2;2;1;1;2;108206,36;108206,36;108206,36;104000;16;7;11,591795423704;108206;11,591795423704;108206;49
"654";58286;2024;1;"Montevideo";9;1;2;65;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;8;0;4;40;0;1;2;2;1;2;2;325873,026666667;284206,36;284206,36;1610566,66666667;24;35;12,6942630957258;325873;12,5574558730014;284206;1225
"655";58286;2024;1;"Montevideo";9;1;1;32;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;40;0;2;2;2;2;4;2;804206,36;804206,36;804206,36;1610566,66666667;16;10;13,5976111818945;804206;13,5976111818945;804206;100
"656";58287;2024;1;"Montevideo";9;1;1;32;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;40;0;2;2;1;2;9;2;204206,36;204206,36;204206,36;386666,666666667;16;10;12,226886330163;204206;12,226886330163;204206;100
"657";58287;2024;1;"Montevideo";9;1;2;32;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;30;0;2;2;2;1;1;2;119206,36;119206,36;119206,36;386666,666666667;16;10;11,6886113878947;119206;11,6886113878947;119206;100
"658";58288;2024;1;"Montevideo";9;1;2;49;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;30;0;2;2;2;1;9;2;154206,36;154206,36;154206,36;7e+05;17;26;11,946046984397;154206;11,946046984397;154206;676
"659";58288;2024;1;"Montevideo";9;1;1;51;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;50;0;2;2;2;2;4;2;504206,36;504206,36;504206,36;7e+05;12;33;13,1307409076984;504206;13,1307409076984;504206;1089
"660";58290;2024;1;"Montevideo";9;1;1;61;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;30;0;1;2;1;1;4;2;710000;6e+05;6e+05;826666,666666667;12;43;13,4730202490175;710000;13,3046849341983;6e+05;1849
"661";58291;2024;1;"Montevideo";9;1;1;65;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;40;0;2;2;2;1;4;2;487539,693333333;487539,693333333;487539,693333333;566666,666666667;17;42;13,0971269883277;487540;13,0971269883277;487540;1764
"662";58291;2024;1;"Montevideo";9;1;2;59;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;10;0;2;2;2;1;4;2;4206,36;4206,36;4206,36;566666,666666667;16;37;8,34435294461127;4206;8,34435294461127;4206;1369
"663";58294;2024;1;"Montevideo";10;1;1;39;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;30;0;2;2;2;1;1;2;62206,36;62206,36;62206,36;110000;17;16;11,0382125243039;62206;11,0382125243039;62206;256
"664";58294;2024;1;"Montevideo";10;1;2;39;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;30;0;2;2;2;1;1;2;56206,36;56206,36;56206,36;110000;17;16;10,9367851967386;56206;10,9367851967386;56206;256
"665";58295;2024;1;"Montevideo";10;1;1;52;0;1;1;6;0;1;1;1;0;3;3;3;0;0;0;1;0;0;6;0;0;50;0;2;2;2;1;9;2;44206,36;44206,36;44206,36;40000;21;25;10,6966239491171;44206;10,6966239491171;44206;625
"666";58296;2024;1;"Montevideo";10;1;1;62;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;50;0;2;2;2;2;9;2;204206,36;204206,36;204206,36;320000;18;38;12,226886330163;204206;12,226886330163;204206;1444
"667";58296;2024;1;"Montevideo";10;1;2;54;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;40;0;2;2;2;1;9;2;84206,36;84206,36;84206,36;320000;18;30;11,3410257318196;84206;11,3410257318196;84206;900
"668";58298;2024;1;"Montevideo";10;1;1;57;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;5;0;2;35;0;2;2;2;1;2;2;169873,026666667;168206,36;168206,36;190666,666666667;19;32;12,0428065350014;169873;12,0329468379345;168206;1024
"669";58299;2024;1;"Montevideo";10;1;1;57;0;1;1;6;0;1;0;1;0;3;0;3;0;4;1;0;0;0;0;0;0;45;0;2;2;2;1;2;2;154206,36;154206,36;154206,36;150000;16;35;11,946046984397;154206;11,946046984397;154206;1225
"670";58300;2024;1;"Montevideo";10;1;1;55;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;36;0;2;2;2;2;4;2;91706,36;91706,36;91706,36;151500;10;39;11,4263470124371;91706;11,4263470124371;91706;1521
"671";58300;2024;1;"Montevideo";10;1;2;50;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;43206,36;43206,36;43206,36;151500;11;33;10,6737429856183;43206;10,6737429856183;43206;1089
"672";58301;2024;1;"Montevideo";10;1;2;33;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;40;0;2;2;2;1;1;2;129206,36;129206,36;129206,36;204500;16;11;11,7691660951253;129206;11,7691660951253;129206;121
"673";58301;2024;1;"Montevideo";10;1;1;36;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;1;0;0;40;0;2;2;2;1;1;2;58706,36;58706,36;58706,36;204500;13;17;10,9803033474768;58706;10,9803033474768;58706;289
"674";58302;2024;1;"Montevideo";10;1;1;38;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;57206,36;57206,36;57206,36;53000;11;21;10,9544203599981;57206;10,9544203599981;57206;441
"675";58303;2024;1;"Montevideo";10;1;1;34;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;79206,36;79206,36;79206,36;93000;11;17;11,2798118776087;79206;11,2798118776087;79206;289
"676";58304;2024;1;"Montevideo";10;1;2;51;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;2;0;0;40;0;2;2;2;1;1;2;114206,36;114206,36;114206,36;135000;14;31;11,6457622664221;114206;11,6457622664221;114206;961
"677";58305;2024;1;"Montevideo";10;1;2;69;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;2;0;0;36;0;2;2;2;1;9;2;54206,36;14206,36;14206,36;50000;14;49;10,900553523717;54206;9,56144503064171;14206;2401
"678";58306;2024;1;"Montevideo";10;1;1;31;0;1;1;6;0;1;0;0;1;3;0;0;3;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;125539,693333333;125206,36;125206,36;200333,333333333;12;13;11,740377269088;125540;11,73771853508;125206;169
"679";58307;2024;1;"Montevideo";10;1;2;27;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;44;0;2;2;2;1;1;2;82206,36;82206,36;82206,36;78000;10;11;11,316987950314;82206;11,316987950314;82206;121
"680";58308;2024;1;"Montevideo";10;1;1;25;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;62206,36;62206,36;62206,36;120000;12;7;11,0382125243039;62206;11,0382125243039;62206;49
"681";58309;2024;1;"Montevideo";10;1;1;34;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;50;0;2;2;2;2;2;2;97206,36;97206,36;97206,36;148039,693333333;16;12;11,4845914204067;97206;11,4845914204067;97206;144
"682";58309;2024;1;"Montevideo";10;1;2;37;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;40;0;2;2;2;1;9;2;55039,6933333333;55039,6933333333;55039,6933333333;148039,693333333;17;14;10,9158099008863;55040;10,9158099008863;55040;196
"683";58310;2024;1;"Montevideo";10;1;2;55;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;36;30;2;2;2;1;1;2;69206,36;33206,36;69206,36;65000;10;39;11,144848044897;69206;11,144848044897;69206;1521
"684";58311;2024;1;"Montevideo";10;1;2;46;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;40;0;2;2;2;1;1;2;61006,36;61006,36;61006,36;69006,36;17;23;11,0187334000156;61006;11,0187334000156;61006;529
"685";58314;2024;1;"Montevideo";10;1;2;61;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;30;0;2;2;2;1;2;2;89206,36;89206,36;89206,36;109000;17;38;11,3987076164748;89206;11,3987076164748;89206;1444
"686";58315;2024;1;"Montevideo";10;1;2;60;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;20;18;2;1;2;1;2;2;116806,36;69206,36;106206,36;407966,666666667;16;38;11,6682727999486;116806;11,5731392730025;106206;1444
"687";58315;2024;1;"Montevideo";10;1;1;52;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;40;15;2;2;2;2;2;2;271573,026666667;204906,36;264906,36;407966,666666667;18;28;12,5119863570201;271573;12,487131684032;264906;784
"688";58316;2024;1;"Montevideo";10;1;1;60;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;5;0;2;40;0;2;2;2;2;1;2;314206,36;314206,36;314206,36;506902,4;19;35;12,6578052464829;314206;12,6578052464829;314206;1225
"689";58316;2024;1;"Montevideo";10;1;2;60;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;5;0;2;40;0;2;2;2;1;1;2;169206,36;169206,36;169206,36;506902,4;19;35;12,0388743141003;169206;12,0388743141003;169206;1225
"690";58320;2024;1;"Montevideo";10;1;2;47;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;45;0;2;2;2;1;1;2;64206,36;64206,36;64206,36;113308;12;29;11,069857550192;64206;11,069857550192;64206;841
"691";58321;2024;1;"Montevideo";10;1;1;47;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;1;0;0;2;0;40;0;2;2;2;1;2;2;106206,36;86206,36;86206,36;162000;14;27;11,5731392730025;106206;11,3644992358326;86206;729
"692";58321;2024;1;"Montevideo";10;1;2;45;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;30;0;2;2;2;1;2;2;64206,36;64206,36;64206,36;162000;16;23;11,069857550192;64206;11,069857550192;64206;529
"693";58323;2024;1;"Montevideo";10;1;1;47;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;6;0;0;44;0;2;2;2;1;2;2;94206,36;94206,36;94206,36;239000;18;23;11,4532429742089;94206;11,4532429742089;94206;529
"694";58324;2024;1;"Montevideo";10;1;2;41;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;4;0;0;40;0;2;2;2;1;1;2;109206,36;109206,36;109206,36;135000;16;19;11,6009945823552;109206;11,6009945823552;109206;361
"695";58326;2024;1;"Montevideo";10;1;2;38;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;12;16;2;2;2;1;2;2;122206,36;46206,36;104206,36;254333,333333333;17;15;11,7134663701918;122206;11,5541284429071;104206;225
"696";58326;2024;1;"Montevideo";10;1;1;38;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;50;0;2;2;2;1;9;2;95539,6933333333;95539,6933333333;95539,6933333333;254333,333333333;17;15;11,4672970771139;95540;11,4672970771139;95540;225
"697";58327;2024;1;"Montevideo";9;1;2;30;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;9;2;80873,0266666667;80873,0266666667;80873,0266666667;106666,666666667;12;12;11,3006356317116;80873;11,3006356317116;80873;144
"698";58329;2024;1;"Montevideo";9;1;1;67;0;1;1;6;0;1;0;0;1;3;0;0;3;0;0;0;0;0;0;0;0;10;0;2;2;2;1;9;2;43706,36;43706,36;43706,36;59500;12;49;10,6852489082515;43706;10,6852489082515;43706;2401
"699";58330;2024;1;"Montevideo";9;1;1;50;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;0;5;0;0;40;0;2;2;2;1;2;2;138623,026666667;137206,36;137206,36;164833,333333333;17;27;11,8395134895048;138623;11,8292413488847;137206;729
"700";58331;2024;1;"Montevideo";9;1;2;42;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;2;0;0;42;0;2;2;2;1;9;2;196666,666666667;41666,6666666667;41666,6666666667;241666,666666667;14;22;12,1892655272138;196667;10,6374567276163;41667;484
"701";58332;2024;1;"Montevideo";9;1;2;45;0;1;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;66181,96;66181,96;66181,96;61975,6;9;30;11,1001631972353;66182;11,1001631972353;66182;900
"702";58333;2024;1;"Montevideo";9;1;2;27;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;1;0;2;2;0;32;12;2;2;2;1;1;2;92006,36;62006,36;92006,36;87800;16;5;11,4296129840766;92006;11,4296129840766;92006;25
"703";58338;2024;1;"Montevideo";23;1;2;46;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;23943,36;23943,36;23943,36;33737;6;34;10,0834463201409;23943;10,0834463201409;23943;1156
"704";58339;2024;1;"Montevideo";23;1;1;40;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;89638,0266666667;89471,36;89471,36;180431,666666667;12;22;11,4035349136907;89638;11,401673853052;89471;484
"705";58340;2024;1;"Montevideo";23;1;1;39;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;40;30;2;2;2;1;9;2;92206,36;52206,36;92206,36;187133,333333333;11;22;11,4317843876429;92206;11,4317843876429;92206;484
"706";58340;2024;1;"Montevideo";23;1;1;37;4;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;4;2;2;2;1;1;2;84006,36;79206,36;84006,36;187133,333333333;6;25;11,338647789245;84006;11,338647789245;84006;625
"707";58341;2024;1;"Montevideo";23;1;2;52;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;2;2;1;9;2;11600;10000;10000;68330,5607370485;6;40;9,35876037709446;11600;9,21034037197618;10000;1600
"708";58341;2024;1;"Montevideo";23;1;1;24;0;1;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;44;0;2;2;2;1;1;2;30206,36;30206,36;30206,36;68330,5607370485;8;10;10,3158077772172;30206;10,3158077772172;30206;100
"709";58341;2024;1;"Montevideo";23;1;1;21;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;30;0;2;2;2;1;2;2;27500,48;27500,48;27500,48;68330,5607370485;12;3;10,2219587380478;27500;10,2219587380478;27500;9
"710";58344;2024;1;"Montevideo";23;1;2;54;3;1;1;6;0;1;0;1;0;3;0;3;0;0;0;1;0;1;5;0;2;40;0;1;2;2;1;1;2;126360,72;86360,72;86360,72;142948;19;29;11,7468959529055;126361;11,3662882217871;86361;841
"711";58345;2024;1;"Montevideo";23;1;1;51;0;1;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;48;0;2;2;2;1;1;2;130206,36;130206,36;130206,36;181000;7;38;11,7768758554899;130206;11,7768758554899;130206;1444
"712";58345;2024;1;"Montevideo";23;1;1;47;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;2;2;2;1;1;2;42206,36;42206,36;42206,36;181000;6;35;10,6503261995688;42206;10,6503261995688;42206;1225
"713";58346;2024;1;"Montevideo";17;1;2;25;0;1;1;6;0;1;1;2;0;3;3;1;0;0;0;0;0;0;0;0;0;36;0;2;2;2;1;1;2;102206,36;102206,36;102206,36;98000;13;6;11,5347491857352;102206;11,5347491857352;102206;36
"714";58347;2024;1;"Montevideo";17;1;1;28;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;40;0;2;2;2;1;1;2;49206,36;49206,36;49206,36;45000;10;12;10,8037781624187;49206;10,8037781624187;49206;144
"715";58348;2024;1;"Montevideo";17;1;1;49;0;1;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;32;0;2;2;1;1;4;2;124206,36;124206,36;124206,36;247038,2;9;34;11,7296996548999;124206;11,7296996548999;124206;1156
"716";58349;2024;1;"Montevideo";17;1;2;41;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;36;0;2;2;2;1;1;2;70783,56;70783,56;70783,56;134577,2;12;23;11,1673820493286;70784;11,1673820493286;70784;529
"717";58349;2024;1;"Montevideo";17;1;1;21;0;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;0;0;0;32;0;2;2;2;2;1;2;47206,36;47206,36;47206,36;134577,2;11;4;10,762283908259;47206;10,762283908259;47206;16
"718";58350;2024;1;"Montevideo";17;1;1;30;0;1;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;36;0;2;2;2;1;1;2;47206,36;47206,36;47206,36;53549,4907370486;8;16;10,762283908259;47206;10,762283908259;47206;256
"719";58351;2024;1;"Montevideo";17;1;1;52;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;42;0;2;2;2;1;1;2;83500,48;83500,48;83500,48;190594,12;10;36;11,3326076593254;83500;11,3326076593254;83500;1296
"720";58351;2024;1;"Montevideo";17;1;2;44;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;44;0;2;2;2;1;1;2;73506,36;64206,36;64206,36;190594,12;12;26;11,2051272120696;73506;11,069857550192;64206;676
"721";58352;2024;1;"Montevideo";17;1;2;44;0;1;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;30;24;2;2;2;1;1;2;170206,36;109206,36;162206,36;166000;10;28;12,0447668622258;170206;11,9966246307455;162206;784
"722";58355;2024;1;"Montevideo";17;1;2;54;0;1;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;1;0;0;36;0;2;2;2;1;1;2;66206,36;66206,36;66206,36;187000;13;35;11,100531809818;66206;11,100531809818;66206;1225
